season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2022,REG,TEN,3,00-0031442,T,Taylor Lewan,Taylor,Lewan,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2022-09-23 19:43:11
2022,REG,TEN,3,00-0037273,WR,Kyle Philips,Kyle,Philips,Shoulder,n/a,Doubtful,Shoulder,n/a,Limited Participation in Practice,2022-09-23 19:43:21
2022,REG,TEN,3,00-0033547,LB,Zach Cunningham,Zach,Cunningham,Knee,n/a,Questionable,Knee,n/a,Did Not Participate In Practice,2022-09-23 19:42:30
2022,REG,WAS,3,00-0033523,DT,Jonathan Allen,Jonathan,Allen,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0036334,T,Saahdiq Charles,Saahdiq,Charles,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2022-09-23 18:19:51
2022,REG,WAS,3,00-0036349,S,Kamren Curl,Kamren,Curl,n/a,n/a,n/a,Thumb,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0035286,LB,Cole Holcomb,Cole,Holcomb,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0032432,G,Wes Schweitzer,Wes,Schweitzer,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0036666,DE,Shaka Toney,Shaka,Toney,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0031362,G,Trai Turner,Trai,Turner,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0036351,DE,James Smith-Williams,James,Smith-Williams,n/a,n/a,n/a,Abdomen,n/a,Limited Participation in Practice,2022-09-23 18:19:33
2022,REG,WAS,3,00-0036403,DE,Casey Toohill,Casey,Toohill,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2022-09-23 18:20:43
2022,REG,WAS,3,00-0035423,DE,Daniel Wise,Daniel,Wise,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-23 18:20:52
2022,REG,WAS,3,00-0033107,CB,William Jackson,William,Jackson,Back,n/a,Questionable,n/a,n/a,"
    ",2022-09-24 17:31:08
2022,REG,WAS,3,00-0031596,LB,David Mayo,David,Mayo,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-23 18:20:28
2022,REG,ARI,4,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 19:09:34
2022,REG,ARI,4,00-0030061,TE,Zach Ertz,Zach,Ertz,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 19:09:58
2022,REG,ARI,4,00-0033553,RB,James Conner,James,Conner,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 18:00:19
2022,REG,ARI,4,00-0035500,WR,Greg Dortch,Greg,Dortch,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2022-09-30 18:00:28
2022,REG,ARI,4,00-0030585,G,Justin Pugh,Justin,Pugh,n/a,n/a,n/a,Elbow,n/a,Full Participation in Practice,2022-09-30 18:00:42
2022,REG,ARI,4,00-0027942,WR,A.J. Green,A.J.,Green,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2022-09-30 18:02:34
2022,REG,ARI,4,00-0036373,DT,Rashard Lawrence,Rashard,Lawrence,Hand,n/a,Out,Hand,n/a,Did Not Participate In Practice,2022-09-30 18:02:42
2022,REG,ARI,4,00-0034490,LB,Ezekiel Turner,Ezekiel,Turner,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 18:02:52
2022,REG,ARI,4,00-0035662,WR,Marquise Brown,Marquise,Brown,Foot,n/a,Questionable,Foot,n/a,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ARI,4,00-0036933,LB,Zaven Collins,Zaven,Collins,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ARI,4,00-0027993,C,Rodney Hudson,Rodney,Hudson,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ARI,4,00-0036936,WR,Rondale Moore,Rondale,Moore,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ARI,4,00-0023853,K,Matt Prater,Matt,Prater,right Hip,n/a,Questionable,right Hip,n/a,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ARI,4,00-0027949,DE,J.J. Watt,J.J.,Watt,Calf,Illness,Questionable,Calf,Illness,Limited Participation in Practice,2022-09-30 18:02:20
2022,REG,ATL,4,00-0030578,RB,Cordarrelle Patterson,Cordarrelle,Patterson,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2022-09-30 17:01:31
2022,REG,BAL,4,00-0038119,CB,Jalyn Armour-Davis,Jalyn,Armour-Davis,n/a,n/a,n/a,Not injury related - personal matter,n/a,Did Not Participate In Practice,2022-09-28 20:21:01
2022,REG,BAL,4,00-0026190,DE,Calais Campbell,Calais,Campbell,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 20:21:15
2022,REG,BAL,4,00-0032574,DT,Michael Pierce,Michael,Pierce,n/a,n/a,n/a,Biceps,n/a,Did Not Participate In Practice,2022-09-28 20:23:05
2022,REG,BAL,4,00-0036158,RB,J.K. Dobbins,J.K.,Dobbins,n/a,n/a,n/a,Chest,n/a,Full Participation in Practice,2022-09-30 18:59:40
2022,REG,BAL,4,00-0032165,CB,Marcus Peters,Marcus,Peters,n/a,n/a,n/a,Not injury related - resting player,Knee,Full Participation in Practice,2022-09-30 18:59:40
2022,REG,BAL,4,00-0036133,WR,James Proche,James,Proche,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2022-09-30 18:59:40
2022,REG,BAL,4,00-0028008,LB,Justin Houston,Justin,Houston,Groin,n/a,Doubtful,Groin,n/a,Did Not Participate In Practice,2022-09-30 19:01:17
2022,REG,BAL,4,00-0035112,G,Patrick Mekari,Patrick,Mekari,Ankle,n/a,Doubtful,Ankle,n/a,Did Not Participate In Practice,2022-09-30 19:01:24
2022,REG,BAL,4,00-0032965,T,Ronnie Stanley,Ronnie,Stanley,Ankle,Not injury related - resting player,Questionable,Ankle,Not injury related - resting p,Did Not Participate In Practice,2022-09-30 19:01:04
2022,REG,BUF,4,00-0031588,WR,Stefon Diggs,Stefon,Diggs,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-30 18:18:44
2022,REG,BUF,4,00-0027940,LB,Von Miller,Von,Miller,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 20:03:51
2022,REG,BUF,4,00-0027648,G,Rodger Saffold,Rodger,Saffold,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 20:05:43
2022,REG,BUF,4,00-0035382,C,Ryan Bates,Ryan,Bates,n/a,n/a,n/a,Concussion,n/a,Full Participation in Practice,2022-09-30 18:18:14
2022,REG,BUF,4,00-0033904,T,Dion Dawkins,Dion,Dawkins,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2022-09-30 18:17:40
2022,REG,BUF,4,00-0035357,CB,Cameron Lewis,Cameron,Lewis,n/a,n/a,n/a,Forearm,Knee,Full Participation in Practice,2022-09-30 18:19:06
2022,REG,BUF,4,00-0037288,CB,Christian Benford,Christian,Benford,Hand,n/a,Out,Hand,n/a,Did Not Participate In Practice,2022-09-30 18:19:54
2022,REG,BUF,4,00-0031787,WR,Jake Kumerow,Jake,Kumerow,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 18:20:15
2022,REG,BUF,4,00-0031557,DT,Jordan Phillips,Jordan,Phillips,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 18:20:25
2022,REG,BUF,4,00-0036196,WR,Gabe Davis,Gabe,Davis,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0036166,CB,Dane Jackson,Dane,Jackson,Neck,n/a,Questionable,Neck,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0035689,TE,Dawson Knox,Dawson,Knox,Back,Hip,Questionable,Back,Hip,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0031936,C,Mitch Morse,Mitch,Morse,Elbow,n/a,Questionable,Elbow,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0032528,T,Justin Murray,Justin,Murray,Foot,n/a,Questionable,Foot,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0035230,DT,Ed Oliver,Ed,Oliver,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,BUF,4,00-0030114,S,Jordan Poyer,Jordan,Poyer,Foot,n/a,Questionable,Foot,n/a,Limited Participation in Practice,2022-09-30 18:19:41
2022,REG,CAR,4,00-0036944,CB,Jaycee Horn,Jaycee,Horn,n/a,n/a,n/a,Calf,n/a,Full Participation in Practice,2022-09-30 15:17:26
2022,REG,CAR,4,00-0034302,LB,Frankie Luvu,Frankie,Luvu,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2022-09-30 15:16:10
2022,REG,CAR,4,00-0034356,CB,Donte Jackson,Donte,Jackson,n/a,n/a,n/a,Ankle,n/a,Limited Participation in Practice,2022-09-30 15:15:04
2022,REG,CAR,4,00-0034365,TE,Ian Thomas,Ian,Thomas,n/a,n/a,n/a,Ankle,n/a,Limited Participation in Practice,2022-09-30 15:14:01
2022,REG,CAR,4,00-0033579,S,Xavier Woods,Xavier,Woods,n/a,n/a,n/a,Hamstring,n/a,Limited Participation in Practice,2022-09-30 15:14:48
2022,REG,CAR,4,00-0034382,DE,Marquis Haynes,Marquis,Haynes,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2022-09-30 15:18:40
2022,REG,CAR,4,00-0033280,RB,Christian McCaffrey,Christian,McCaffrey,Thigh,n/a,Questionable,Thigh,n/a,Limited Participation in Practice,2022-09-30 15:18:00
2022,REG,CAR,4,00-0036268,WR,Laviska Shenault,Laviska,Shenault,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2022-09-30 15:18:23
2022,REG,CAR,4,00-0036315,CB,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,Achilles,n/a,Questionable,Achilles,n/a,Limited Participation in Practice,2022-09-30 15:19:00
2022,REG,CHI,4,00-0034874,LB,Roquan Smith,Roquan,Smith,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2022-09-30 18:52:59
2022,REG,CHI,4,00-0034389,S,Dane Cruikshank,Dane,Cruikshank,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 18:54:16
2022,REG,CHI,4,00-0036292,CB,Jaylon Johnson,Jaylon,Johnson,Quadricep,n/a,Out,Quadricep,n/a,Did Not Participate In Practice,2022-09-30 18:54:29
2022,REG,CHI,4,00-0035685,RB,David Montgomery,David,Montgomery,Ankle,Knee,Out,Ankle,Knee,Did Not Participate In Practice,2022-09-30 18:54:43
2022,REG,CHI,4,00-0030108,TE,Ryan Griffin,Ryan,Griffin,Achilles,n/a,Doubtful,Achilles,n/a,Did Not Participate In Practice,2022-09-30 18:54:22
2022,REG,CHI,4,00-0034424,LB,Matthew Adams,Matthew,Adams,Hamstring,n/a,Doubtful,Hamstring,n/a,Limited Participation in Practice,2022-09-30 18:54:10
2022,REG,CHI,4,00-0031203,K,Cairo Santos,Cairo,Santos,Not injury related - personal matter,n/a,Questionable,Not injury related - personal matter,n/a,Did Not Participate In Practice,2022-09-30 18:54:00
2022,REG,CHI,4,00-0037745,WR,Velus Jones,Velus,Jones,Hamstring,n/a,Questionable,Hamstring,n/a,Full Participation in Practice,2022-09-30 18:54:35
2022,REG,CHI,4,00-0037406,LB,Sterling Weatherford,Sterling,Weatherford,Ankle,n/a,Questionable,Ankle,n/a,Full Participation in Practice,2022-09-30 18:54:00
2022,REG,CHI,4,00-0027952,DE,Robert Quinn,Robert,Quinn,Illness,n/a,Questionable,Illness,n/a,Limited Participation in Practice,2022-09-30 18:54:00
2022,REG,CIN,4,00-0032379,CB,Eli Apple,Eli,Apple,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2022-09-28 19:51:51
2022,REG,CIN,4,00-0036410,WR,Tee Higgins,Tee,Higgins,n/a,n/a,n/a,Toe,n/a,Full Participation in Practice,2022-09-28 19:51:51
2022,REG,CIN,4,00-0034830,TE,Hayden Hurst,Hayden,Hurst,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2022-09-28 19:51:51
2022,REG,CIN,4,00-0033897,RB,Joe Mixon,Joe,Mixon,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2022-09-28 19:51:51
2022,REG,CIN,4,00-0035771,TE,Mitchell Wilcox,Mitchell,Wilcox,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2022-09-28 19:51:51
2022,REG,CIN,4,00-0032424,DT,D.J. Reader,D.J.,Reader,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2022-09-28 19:50:52
2022,REG,CIN,4,00-0035631,TE,Drew Sample,Drew,Sample,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2022-09-28 19:51:03
2022,REG,CIN,4,00-0031534,T,La'el Collins,La'el,Collins,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2022-09-28 19:51:42
2022,REG,CIN,4,00-0035697,LB,Germaine Pratt,Germaine,Pratt,Knee,n/a,Questionable,Knee,n/a,Full Participation in Practice,2022-09-28 19:51:28
2022,REG,CLE,4,00-0031544,WR,Amari Cooper,Amari,Cooper,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0034779,S,Ronnie Harrison,Ronnie,Harrison,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0033885,TE,David Njoku,David,Njoku,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 18:29:16
2022,REG,CLE,4,00-0037314,DE,Isaiah Thomas,Isaiah,Thomas,n/a,n/a,n/a,Hand,n/a,Full Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0031426,G,Joel Bitonio,Joel,Bitonio,n/a,n/a,n/a,Biceps,n/a,Limited Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0033057,T,Jack Conklin,Jack,Conklin,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2022-09-30 18:29:01
2022,REG,CLE,4,00-0036915,LB,Jeremiah Owusu-Koramoah,Jeremiah,Owusu-Koramoah,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0034856,CB,Denzel Ward,Denzel,Ward,n/a,n/a,n/a,Back,Ribs,Limited Participation in Practice,2022-09-30 18:28:51
2022,REG,CLE,4,00-0034842,DT,Taven Bryan,Taven,Bryan,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 18:29:58
2022,REG,CLE,4,00-0032419,T,Joe Haeg,Joe,Haeg,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2022-09-30 18:30:12
2022,REG,CLE,4,00-0031364,DE,Jadeveon Clowney,Jadeveon,Clowney,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2022-09-30 18:29:50
2022,REG,CLE,4,00-0033868,DE,Myles Garrett,Myles,Garrett,Shoulder,Biceps,Questionable,Shoulder,Biceps,Did Not Participate In Practice,2022-09-30 18:29:50
2022,REG,DAL,4,00-0036646,WR,Simi Fehoko,Simi,Fehoko,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2022-09-30 19:26:12
2022,REG,DAL,4,00-0034764,WR,Michael Gallup,Michael,Gallup,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:26:12
2022,REG,DAL,4,00-0035413,LB,Luke Gifford,Luke,Gifford,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2022-09-30 19:26:12
2022,REG,DAL,4,00-0031411,DE,Demarcus Lawrence,Demarcus,Lawrence,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2022-09-30 19:26:21
2022,REG,DAL,4,00-0033077,QB,Dak Prescott,Dak,Prescott,right Thumb,n/a,Out,right Thumb,n/a,Did Not Participate In Practice,2022-09-30 19:26:54
2022,REG,DAL,4,00-0032454,S,Jayron Kearse,Jayron,Kearse,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2022-09-30 19:25:34
2022,REG,DAL,4,00-0035679,G,Connor McGovern,Connor,McGovern,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 19:25:34
2022,REG,DAL,4,00-0034383,TE,Dalton Schultz,Dalton,Schultz,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2022-09-30 19:25:34
2022,REG,DEN,4,00-0036995,LB,Baron Browning,Baron,Browning,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:50:36
2022,REG,DEN,4,00-0032144,RB,Melvin Gordon,Melvin,Gordon,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2022-09-30 19:51:05
2022,REG,DEN,4,00-0032197,DE,Randy Gregory,Randy,Gregory,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:51:18
2022,REG,DEN,4,00-0035227,S,P.J. Locke,P.J.,Locke,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2022-09-30 19:50:36
2022,REG,DEN,4,00-0036465,LB,Aaron Patrick,Aaron,Patrick,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2022-09-30 19:50:36
2022,REG,DEN,4,00-0029890,DT,Mike Purcell,Mike,Purcell,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2022-09-30 19:52:05
2022,REG,DEN,4,00-0036633,S,Caden Sterns,Caden,Sterns,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2022-09-30 19:52:27
2022,REG,DEN,4,00-0031253,CB,K'Waun Williams,K'Waun,Williams,n/a,n/a,n/a,Wrist,n/a,Full Participation in Practice,2022-09-30 19:50:36
2022,REG,DEN,4,00-0036439,WR,Tyrie Cleveland,Tyrie,Cleveland,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 19:53:29
2022,REG,DEN,4,00-0036952,LB,Jonathon Cooper,Jonathon,Cooper,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 19:53:44
2022,REG,DEN,4,00-0037001,G,Quinn Meinerz,Quinn,Meinerz,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 19:53:49
2022,REG,DEN,4,00-0034683,CB,Darius Phillips,Darius,Phillips,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2022-09-30 19:53:56
2022,REG,DEN,4,00-0031433,T,Billy Turner,Billy,Turner,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2022-09-30 19:53:38
2022,REG,DEN,4,00-0035702,G,Dalton Risner,Dalton,Risner,Ankle,n/a,Questionable,Ankle,n/a,Full Participation in Practice,2022-09-30 19:52:34
2022,REG,DEN,4,00-0033297,DT,D.J. Jones,D.J.,Jones,Concussion,n/a,Questionable,Concussion,n/a,Limited Participation in Practice,2022-09-30 19:52:34
2022,REG,DET,4,00-0034787,LB,Chris Board,Chris,Board,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:54:43
2022,REG,DET,4,00-0035229,TE,T.J. Hockenson,T.J.,Hockenson,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2022-09-30 19:55:02
2022,REG,DET,4,00-0036011,CB,Bobby Price,Bobby,Price,n/a,n/a,n/a,Shin,n/a,Full Participation in Practice,2022-09-30 19:54:50
2022,REG,DET,4,00-0034345,C,Frank Ragnow,Frank,Ragnow,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2022-09-30 19:54:55
2022,REG,DET,4,00-0035265,DT,John Cominsky,John,Cominsky,Wrist,n/a,Out,Wrist,n/a,Did Not Participate In Practice,2022-09-30 19:55:55
2022,REG,DET,4,00-0036258,G,Jonah Jackson,Jonah,Jackson,Finger,n/a,Out,Finger,n/a,Did Not Participate In Practice,2022-09-30 19:56:01
2022,REG,DET,4,00-0035145,K,Austin Seibert,Austin,Seibert,right Groin,n/a,Out,right Groin,n/a,Did Not Participate In Practice,2022-09-30 19:55:43
2022,REG,DET,4,00-0036963,WR,Amon-Ra St. Brown,Amon-Ra,St. Brown,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 19:55:48
2022,REG,DET,4,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Shoulder,Ankle,Out,Shoulder,Ankle,Did Not Participate In Practice,2022-09-30 19:55:38
2022,REG,DET,4,00-0034777,WR,D.J. Chark,D.J.,Chark,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 19:55:25
2022,REG,DET,4,00-0033943,WR,Josh Reynolds,Josh,Reynolds,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 19:55:25
2022,REG,GB,4,00-0036265,RB,A.J. Dillon,A.J.,Dillon,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 20:10:43
2022,REG,GB,4,00-0038124,WR,Christian Watson,Christian,Watson,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2022-09-30 20:10:43
2022,REG,GB,4,00-0030074,T,David Bakhtiari,David,Bakhtiari,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2022-09-30 20:11:53
2022,REG,GB,4,00-0036239,LB,Jonathan Garvin,Jonathan,Garvin,n/a,n/a,n/a,Hip,n/a,Limited Participation in Practice,2022-09-30 20:12:02
2022,REG,GB,4,00-0035526,G,Elgton Jenkins,Elgton,Jenkins,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2022-09-30 20:10:43
2022,REG,GB,4,00-0034521,WR,Allen Lazard,Allen,Lazard,n/a,n/a,n/a,Ankle,n/a,Limited Participation in Practice,2022-09-30 20:10:43
2022,REG,GB,4,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2022-09-30 20:12:11
2022,REG,GB,4,00-0037122,T,Caleb Jones,Caleb,Jones,Illness,n/a,Out,Illness,n/a,Did Not Participate In Practice,2022-09-30 20:12:29
2022,REG,GB,4,00-0034728,CB,Jaire Alexander,Jaire,Alexander,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2022-09-30 20:12:14
2022,REG,HOU,4,00-0031236,WR,Brandin Cooks,Brandin,Cooks,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 19:27:06
2022,REG,HOU,4,00-0027881,DE,Jerry Hughes,Jerry,Hughes,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2022-09-28 19:27:40
2022,REG,HOU,4,00-0035276,LB,Blake Cashman,Blake,Cashman,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2022-09-30 19:16:39
2022,REG,HOU,4,00-0033131,DT,Maliek Collins,Maliek,Collins,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:16:39
2022,REG,HOU,4,00-0037258,RB,Dameon Pierce,Dameon,Pierce,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2022-09-30 19:16:39
2022,REG,HOU,4,00-0034355,S,M.J. Stewart,M.J.,Stewart,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2022-09-30 19:16:39
2022,REG,HOU,4,00-0037302,T,Austin Deculus,Austin,Deculus,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 19:22:21
2022,REG,HOU,4,00-0036556,TE,Brevin Jordan,Brevin,Jordan,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 19:22:32
2022,REG,HOU,4,00-0037459,DT,Kurt Hinish,Kurt,Hinish,Foot,n/a,Questionable,Foot,n/a,Full Participation in Practice,2022-09-30 19:21:55
2022,REG,HOU,4,00-0033557,LB,Jalen Reeves-Maybin,Jalen,Reeves-Maybin,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2022-09-30 19:21:55
2022,REG,HOU,4,00-0034780,CB,Isaac Yiadom,Isaac,Yiadom,Thigh,n/a,Questionable,Thigh,n/a,Full Participation in Practice,2022-09-30 19:21:55
2022,REG,HOU,4,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Shoulder,Hip,Questionable,Shoulder,Hip,Limited Participation in Practice,2022-09-30 19:21:55
2022,REG,IND,4,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2022-09-30 19:38:02
2022,REG,IND,4,00-0032383,C,Ryan Kelly,Ryan,Kelly,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2022-09-30 19:38:02
2022,REG,IND,4,00-0033123,DE,Yannick Ngakoue,Yannick,Ngakoue,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2022-09-30 19:38:02
2022,REG,IND,4,00-0033969,DE,Ifeadi Odenigbo,Ifeadi,Odenigbo,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2022-09-30 19:38:12
2022,REG,IND,4,00-0036223,RB,Jonathan Taylor,Jonathan,Taylor,n/a,n/a,n/a,Toe,n/a,Full Participation in Practice,2022-09-30 19:38:02
2022,REG,IND,4,00-0036253,S,Julian Blackmon,Julian,Blackmon,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2022-09-30 19:38:49
2022,REG,IND,4,00-0032378,DT,DeForest Buckner,DeForest,Buckner,Elbow,n/a,Questionable,Elbow,n/a,Did Not Participate In Practice,2022-09-30 19:38:44
2022,REG,IND,4,00-0034846,LB,Shaquille Leonard,Shaquille,Leonard,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2022-09-30 19:38:44
2022,REG,IND,4,00-0037757,T,Bernhard Raimann,Bernhard,Raimann,Ankle,n/a,Questionable,Ankle,n/a,Full Participation in Practice,2022-09-30 19:38:44
2022,REG,JAX,4,00-0036286,LB,K'Lavon Chaisson,K'Lavon,Chaisson,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 18:53:07
2022,REG,JAX,4,00-0033926,CB,Shaquill Griffin,Shaquill,Griffin,Hip,n/a,Questionable,Hip,n/a,Limited Participation in Practice,2022-09-30 18:55:06
2022,REG,JAX,4,00-0033891,WR,Zay Jones,Zay,Jones,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2022-09-30 18:53:40
2022,REG,JAX,4,00-0036655,G,Cole Van Lanen,Cole,Van Lanen,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2022-09-30 18:54:06
2022,REG,KC,4,00-0032762,DT,Chris Jones,Chris,Jones,n/a,n/a,n/a,Not injury related - personal matter,n/a,Full Participation in Practice,2022-09-30 19:23:13
